job_title_cleaned,job_level,Rating,Company Name,Location,Headquarters,job_state,same_location,Size,years_of_operation,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,python,r,excel,sql,tableau,power_bi,hadoop,spark,kafka,aws,big_data,machine_learning
Data Scientist, Other,4.7,Oversight Systems,"Atlanta, GA","Atlanta, GA", GA,True,51 to 200,21,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),137,171,154,True,True,False,True,False,False,False,False,False,False,False,True
Data Scientist, Other,4.2,LSQ,"Orlando, FL","Orlando, FL", FL,True,51 to 200,28,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),137,171,154,True,True,True,False,True,True,True,True,True,True,True,False
Data Scientist, Other,3.8,MIT Lincoln Laboratory,"Lexington, MA","Lexington, MA", MA,True,1001 to 5000,73,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,NA,137,171,154,True,True,False,True,False,False,True,True,False,False,True,True
Data Scientist, Other,4.5,Kingfisher Systems,"McLean, VA","Falls Church, VA", VA,False,51 to 200,19,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),137,171,154,True,True,False,False,True,False,False,False,False,False,False,True
Data Scientist, Other,2.8,Formation,"San Francisco, CA","San Francisco, CA", CA,True,51 to 200,9,Company - Private,Enterprise Software & Network Solutions,Information Technology,NA,137,171,154,False,False,False,False,False,False,False,True,False,False,True,True
Data Scientist, Other,3.8,Analysis Group,"Boston, MA","Boston, MA", MA,True,1001 to 5000,43,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),75,131,103,True,True,False,False,False,False,False,False,False,True,False,True
Data Scientist, Other,3.9,Novartis,"Cambridge, MA","Basel, Switzerland", MA,False,10000+,28,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),75,131,103,True,True,False,False,False,False,False,False,False,False,False,True
Data Scientist, Other,5.0,Cohere Health,"Boston, MA","Boston, MA", MA,True,1 to 50,5,Company - Private,IT Services,Information Technology,NA,75,131,103,True,True,False,True,False,False,False,False,False,False,False,True
Data Scientist,Senior,4.8,Acuity Insurance,"Sheboygan, WI","Sheboygan, WI", WI,True,1001 to 5000,99,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),75,131,103,False,True,False,False,False,False,False,False,False,False,False,False
Other, Other,3.6,Chef,United States,"Seattle, WA",,False,201 to 500,16,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),75,131,103,False,False,False,False,False,False,False,False,False,True,True,False
Data Scientist, Other,3.3,Puget Sound Energy,"Bothell, WA","Bellevue, WA", WA,False,1001 to 5000,25,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),75,131,103,False,False,True,True,False,False,True,True,False,False,False,True
Analyst, Other,2.7,Sandhills Global,"Lincoln, NE","Lincoln, NE", NE,True,1001 to 5000,46,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),75,131,103,True,True,True,True,True,True,False,False,False,False,False,False
Data Scientist, Other,2.7,A Place for Mom,"Overland Park, KS","New York, NY", KS,False,501 to 1000,24,Company - Private,Health Care Services & Hospitals,Health Care,NA,75,131,103,True,True,False,True,False,False,False,False,False,True,False,True
Data Scientist, Other,2.2,Great-Circle Technologies,"Chantilly, VA","Chantilly, VA", VA,True,1 to 50,24,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),75,131,103,True,True,False,False,False,False,True,True,False,True,False,True
Data Scientist,Senior,3.4,Edmunds.com,"Santa Monica, CA","Santa Monica, CA", CA,True,501 to 1000,58,Company - Private,Internet,Information Technology,$100 to $500 million (USD),75,131,103,True,True,False,True,True,False,False,False,False,False,False,False
Analyst, Other,3.1,"Cambridge Associates, LLC","Boston, MA","Boston, MA", MA,True,501 to 1000,51,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),75,131,103,True,True,True,True,False,False,False,False,False,False,False,False
Other, Other,3.4,Liberty Mutual Insurance,"Portsmouth, NH","Boston, MA", NH,False,10000+,112,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),75,131,103,True,True,False,False,False,False,False,True,False,True,True,True
Analyst, Other,2.6,Cenlar,"Ewing, NJ","Ewing, NJ", NJ,True,1001 to 5000,66,Company - Private,Other,-1,$100 to $500 million (USD),75,131,103,False,False,False,True,False,False,False,False,False,False,False,False
Other, Other,5.0,Arsenal Biosciences,"South San Francisco, CA","South San Francisco, CA", CA,True,51 to 200,5,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,NA,75,131,103,False,False,False,False,False,False,False,False,False,False,False,False
Data Scientist, Other,4.2,Eversight,"Palo Alto, CA","Palo Alto, CA", CA,True,51 to 200,11,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),75,131,103,True,False,False,False,False,False,False,False,False,False,False,True
Other, Other,4.1,Pfizer,"Cambridge, MA","New York, NY", MA,False,10000+,175,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),75,131,103,True,False,False,False,False,False,False,False,False,False,False,True
Data Scientist,Senior,4.8,Klaviyo,"Boston, MA","Boston, MA", MA,True,201 to 500,12,Company - Private,Computer Hardware & Software,Information Technology,NA,75,131,103,False,False,False,False,False,False,False,False,False,False,False,True
Data Scientist, Other,3.3,Intellectual Ventures,"Bellevue, WA","Bellevue, WA", WA,True,501 to 1000,24,Company - Private,Investment Banking & Asset Management,Finance,NA,75,131,103,True,True,True,False,False,False,False,False,False,False,False,True
Data Scientist, Other,3.7,GovTech,"San Francisco, CA","Singapore, Singapore", CA,False,1001 to 5000,8,Government,Federal Agencies,Government,NA,75,131,103,True,True,False,False,True,False,False,False,False,False,False,True
Data Scientist, Other,4.3,Quick Base,"Cambridge, MA","Cambridge, MA", MA,True,201 to 500,25,Company - Private,Enterprise Software & Network Solutions,Information Technology,NA,75,131,103,True,False,True,True,True,True,False,False,False,False,False,True
Analyst, Other,4.8,Giving Assistant,"San Francisco, CA","San Francisco, CA", CA,True,1 to 50,10,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),75,131,103,True,True,False,True,True,False,False,False,False,False,False,True
Data Scientist, Other,3.7,Takeda,"Cambridge, MA","OSAKA, Japan", MA,False,10000+,243,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),75,131,103,True,True,False,True,False,False,False,True,False,False,False,True
Data Scientist, Other,4.0,Netskope,"San Francisco, CA","Santa Clara, CA", CA,False,501 to 1000,12,Company - Private,Enterprise Software & Network Solutions,Information Technology,NA,75,131,103,True,True,False,False,False,False,False,True,False,False,True,True
Data Engineer,Junior,4.8,IT Concepts,Remote,"Vienna, VA",,False,51 to 200,21,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),75,131,103,False,False,False,True,False,False,False,False,False,False,False,False
Analyst, Other,3.5,iSeatz,"New Orleans, LA","New Orleans, LA", LA,True,51 to 200,25,Company - Private,Enterprise Software & Network Solutions,Information Technology,NA,75,131,103,False,False,True,True,False,False,False,False,False,False,False,False
Other, Other,3.7,Summa Health System,"Akron, OH","Akron, OH", OH,True,5001 to 10000,98,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),75,131,103,False,False,False,False,True,False,False,False,False,False,False,False
Data Scientist,Senior,3.5,Benson Hill,"Saint Louis, MO","Saint Louis, MO", MO,True,201 to 500,12,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),75,131,103,True,True,False,False,False,False,False,False,False,False,True,True
Data Scientist, Other,4.1,Twitter,"San Francisco, CA","San Francisco, CA", CA,True,1001 to 5000,18,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),75,131,103,True,True,False,False,False,False,False,False,False,False,False,True
Data Scientist, Other,3.2,Postmates - Corporate HQ,"San Francisco, CA","San Francisco, CA", CA,True,1001 to 5000,13,Company - Private,Express Delivery Services,Transportation & Logistics,NA,75,131,103,True,True,False,True,False,False,False,True,False,False,False,True
Data Scientist, Other,4.5,Envision LLC,"Saint Louis, MO","Saint Louis, MO", MO,True,201 to 500,30,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),75,131,103,True,False,False,False,False,False,False,False,False,False,False,True
Analyst, Other,3.8,Swiss Re,"Fort Wayne, IN","Zurich, Switzerland", IN,False,10000+,161,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),75,131,103,True,True,True,True,False,False,False,False,False,False,False,False
Other, Other,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA", MA,True,201 to 500,14,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),75,131,103,True,False,False,False,False,False,False,False,False,False,False,True
Data Scientist, Other,3.5,iRobot,"Bedford, MA","Bedford, MA", MA,True,1001 to 5000,34,Company - Public,Consumer Electronics & Appliances Stores,Retail,$1 to $2 billion (USD),79,131,105,True,False,False,True,False,False,False,False,False,False,False,False
Data Scientist, Other,4.2,HG Insights,"Santa Barbara, CA","Santa Barbara, CA", CA,True,51 to 200,14,Company - Private,Computer Hardware & Software,Information Technology,NA,79,131,105,True,False,False,False,False,False,True,True,False,False,False,True
Analyst, Other,3.8,Dermalogica,"Carson, CA","Carson, CA", CA,True,201 to 500,38,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),79,131,105,False,False,True,True,True,True,False,False,False,False,False,False
Other, Other,3.7,Bayview Asset Management,"Coral Gables, FL","Coral Gables, FL", FL,True,1001 to 5000,29,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),79,131,105,True,True,False,True,False,False,False,False,False,False,False,False
Data Scientist, Other,3.7,Via Transportation,"New York, NY","New York, NY", NY,True,501 to 1000,12,Company - Private,Internet,Information Technology,NA,79,131,105,True,True,False,True,True,False,False,False,False,False,False,True
Data Scientist, Other,4.0,Grid Dynamics,"Santa Clara, CA","San Ramon, CA", CA,False,1001 to 5000,18,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),79,131,105,True,True,False,True,True,False,False,False,False,False,True,False
Other, Other,3.3,Tempus Labs,"Chicago, IL","Chicago, IL", IL,True,501 to 1000,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,NA,79,131,105,True,False,False,True,False,False,False,False,False,True,False,True
Data Scientist, Other,2.5,CareDx,"Brisbane, CA","Brisbane, CA", CA,True,1 to 50,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,NA,79,131,105,True,True,False,False,False,False,False,True,True,False,False,True
Other, Other,4.2,IZEA,"Winter Park, FL","Winter Park, FL", FL,True,51 to 200,18,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),79,131,105,True,False,False,False,False,False,True,True,False,True,False,True
Data Scientist, Other,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL", CA,False,501 to 1000,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,NA,79,131,105,True,False,False,True,False,False,False,False,False,True,False,True
Data Scientist,Senior,4.0,Autodesk,"San Francisco, CA","San Rafael, CA", CA,False,5001 to 10000,42,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),79,131,105,True,True,False,False,False,False,True,True,False,True,True,True
Analyst, Other,3.7,Caterpillar,"Peoria, IL","Deerfield, IL", IL,False,10000+,99,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),79,131,105,False,False,True,True,True,False,False,False,False,False,False,False
Other, Other,4.9,New England Biolabs,"Ipswich, MA","Ipswich, MA", MA,True,201 to 500,50,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,NA,79,131,105,False,False,False,False,False,False,False,False,False,False,False,False
Analyst, Other,3.4,Allied Solutions,"Carmel, IN","Carmel, IN", IN,True,1001 to 5000,23,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),79,131,105,True,True,True,True,True,False,False,False,False,False,False,False
Other, Other,3.1,Healthfirst,"New York, NY","New York, NY", NY,True,1001 to 5000,31,Nonprofit Organization,Insurance Carriers,Insurance,NA,79,131,105,True,False,True,True,False,False,False,False,False,False,True,True
Data Scientist, Other,3.5,The Knot Worldwide,"Washington, DC","Chevy Chase, MD", DC,False,1001 to 5000,5,Company - Private,Internet,Information Technology,NA,79,131,105,True,True,False,False,False,False,False,False,False,False,False,True
Data Scientist, Other,2.9,IFG Companies,"New York, NY","Hartford, CT", NY,False,201 to 500,39,Company - Private,Insurance Carriers,Insurance,NA,79,131,105,True,True,False,True,False,False,False,False,False,False,False,True
Data Scientist, Other,3.3,Amyris,"Emeryville, CA","Emeryville, CA", CA,True,201 to 500,21,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),79,131,105,True,True,False,False,False,False,False,False,False,False,False,True
Data Scientist, Other,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom", MD,False,10000+,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,131,105,True,True,False,True,False,False,True,False,False,False,False,True
Data Scientist, Other,3.6,Powertek,"Washington, DC","Rockville, MD", DC,False,51 to 200,23,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),79,131,105,False,False,False,False,False,False,False,False,False,False,False,False
Other, Other,4.7,Object Partners,"Saint Louis, MO","Minneapolis, MN", MO,False,51 to 200,28,Company - Private,Consulting,Business Services,$25 to $50 million (USD),79,131,105,False,False,False,True,False,False,True,True,True,True,True,False
Data Scientist, Other,4.9,The Mom Project,"Longmont, CO","Chicago, IL", CO,False,1 to 50,8,Company - Private,Staffing & Outsourcing,Business Services,NA,79,131,105,True,False,False,False,False,False,True,True,False,True,False,True
Data Scientist, Other,4.3,Lightspeed Systems,"Austin, TX","Austin, TX", TX,True,51 to 200,25,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),79,131,105,True,False,False,True,False,False,False,False,False,True,False,True
Manager, Other,4.0,Stripe,"San Francisco, CA","San Francisco, CA", CA,True,1001 to 5000,14,Company - Private,Internet,Information Technology,NA,79,131,105,True,True,False,True,False,False,False,False,False,False,False,True
Analyst, Other,2.6,Comprehensive Healthcare,"Yakima, WA","Yakima, WA", WA,True,501 to 1000,53,Nonprofit Organization,Health Care Services & Hospitals,Health Care,NA,79,131,105,False,False,False,False,False,False,False,False,False,False,False,False
Data Scientist, Other,4.5,"Fullpower Technologies, Inc.","Santa Cruz, CA","Santa Cruz, CA", CA,True,51 to 200,21,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),79,131,105,True,False,False,True,False,False,False,False,False,True,True,True
Other, Other,4.8,Klaviyo,"Boston, MA","Boston, MA", MA,True,201 to 500,12,Company - Private,Computer Hardware & Software,Information Technology,NA,79,131,105,True,False,False,False,False,False,False,False,True,False,False,True
Data Scientist, Other,3.9,Mars,United States,"Mc Lean, VA",,False,10000+,113,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),79,131,105,True,False,False,False,False,False,False,False,False,True,False,True
Data Scientist, Other,4.0,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom", MD,False,10000+,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,131,105,True,True,False,True,False,False,False,False,False,False,False,True
Other, Other,4.4,NuWave Solutions,"Springfield, VA","Mc Lean, VA", VA,False,51 to 200,25,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),79,131,105,True,True,False,True,False,False,True,True,True,True,False,True
Data Scientist,Senior,4.2,ManTech,"Alexandria, VA","Herndon, VA", VA,False,5001 to 10000,56,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),79,131,105,True,True,False,True,True,False,True,True,True,False,True,True
Data Scientist,Senior,3.6,Merrick Bank,Utah,"South Jordan, UT",UT,False,201 to 500,27,Company - Private,Banks & Credit Unions,Finance,NA,79,131,105,True,True,False,True,False,False,False,False,False,False,False,True
Data Scientist, Other,3.4,Mathematica Policy Research,"Washington, DC","Princeton, NJ", DC,False,1001 to 5000,38,Company - Private,Consulting,Business Services,$100 to $500 million (USD),99,132,115,True,True,False,False,False,False,False,False,False,True,False,True
Data Scientist, Other,4.4,Intuit - Data,"San Diego, CA","Mountain View, CA", CA,False,5001 to 10000,41,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),99,132,115,False,False,False,False,False,False,False,False,False,False,False,False
Other, Other,3.5,QOMPLX,"Reston, VA","Reston, VA", VA,True,51 to 200,9,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),99,132,115,True,True,False,True,False,False,False,True,False,False,False,True
Data Scientist, Other,3.9,Mars,"New York, NY","Mc Lean, VA", NY,False,10000+,113,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),99,132,115,True,False,False,False,False,False,False,False,False,False,False,True
Data Scientist,Senior,3.8,GutCheck,"Denver, CO","Denver, CO", CO,True,51 to 200,15,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),99,132,115,False,False,False,False,False,False,False,False,False,False,False,True
Data Scientist, Other,3.5,Inter-American Development Bank,"Washington, DC","Washington, DC", DC,True,1001 to 5000,65,Other Organization,Banks & Credit Unions,Finance,$10+ billion (USD),99,132,115,False,True,False,False,True,False,False,False,False,False,False,False
Data Scientist, Other,4.9,Avlino,New Jersey,"Holmdel, NJ",NJ,False,1 to 50,11,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),99,132,115,True,True,False,False,False,False,True,True,False,False,True,True
Other, Other,4.4,Stratagem Group,"Aurora, CO","Aurora, CO", CO,True,1 to 50,17,Company - Private,Aerospace & Defense,Aerospace & Defense,NA,99,132,115,True,False,False,False,False,False,True,True,False,True,False,True
Data Scientist, Other,4.1,Evidation,"Santa Barbara, CA","San Mateo, CA", CA,False,51 to 200,12,Company - Private,Internet,Information Technology,NA,99,132,115,True,True,False,False,False,False,False,False,False,False,False,True
Data Scientist,Senior,4.0,Autodesk,"San Francisco, CA","San Rafael, CA", CA,False,5001 to 10000,42,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),99,132,115,True,True,False,True,False,False,True,True,False,False,True,True
Data Scientist, Other,4.4,Intuit - Data,"San Diego, CA","Mountain View, CA", CA,False,5001 to 10000,41,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),99,132,115,False,False,False,False,False,False,False,False,False,False,False,False
Data Scientist, Other,3.8,Tecolote Research,"Hill AFB, UT","Goleta, CA", UT,False,501 to 1000,51,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),99,132,115,True,True,True,True,True,True,False,False,False,False,False,True
Data Engineer,Senior,3.2,Tivity Health,"Chandler, AZ","Franklin, TN", AZ,False,501 to 1000,43,Company - Public,Health Care Services & Hospitals,Health Care,NA,99,132,115,False,False,False,True,False,False,True,False,False,False,True,False
Other, Other,2.9,hc1,"Indianapolis, IN","Indianapolis, IN", IN,True,51 to 200,13,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),99,132,115,True,False,False,False,False,False,False,False,False,True,False,True
Data Scientist,Senior,4.1,HP Inc.,"San Diego, CA","Palo Alto, CA", CA,False,10000+,85,Company - Public,Computer Hardware & Software,Information Technology,NA,99,132,115,True,True,True,False,False,False,True,False,False,True,True,True
Data Scientist, Other,3.7,SAIC,"Chantilly, VA","Reston, VA", VA,False,10000+,11,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),99,132,115,True,False,False,False,False,False,False,False,False,False,False,False
Analyst, Other,3.2,AllianceBernstein,"Nashville, TN","New York, NY", TN,False,1001 to 5000,57,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),99,132,115,False,False,True,False,False,False,False,True,False,False,False,False
Analyst, Other,4.9,Big Huge Games,"Timonium, MD","Lutherville Timonium, MD", MD,False,51 to 200,11,Subsidiary or Business Segment,Video Games,Media,NA,99,132,115,False,False,True,True,True,False,False,False,False,False,False,False
Data Scientist, Other,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO", VA,False,5001 to 10000,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),99,132,115,True,True,False,True,False,False,False,False,False,False,True,True
Other, Other,5.0,Phantom AI,"Burlingame, CA","Burlingame, CA", CA,True,1 to 50,8,Company - Private,Computer Hardware & Software,Information Technology,NA,99,132,115,True,False,False,False,False,False,False,False,False,False,False,False
Data Scientist, Other,4.0,Noblis,"Reston, VA","Reston, VA", VA,True,1001 to 5000,28,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),99,132,115,True,False,False,True,True,False,True,True,True,True,False,True
Data Scientist, Other,3.6,Spring Health,"New York, NY","New York, NY", NY,True,1 to 50,8,Company - Private,Health Care Services & Hospitals,Health Care,NA,99,132,115,True,True,False,True,False,False,False,False,False,False,False,True
Other, Other,4.0,ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD", MD,True,51 to 200,22,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),99,132,115,True,True,True,False,False,False,True,True,False,False,True,True
Analyst, Other,3.2,AllianceBernstein,"Nashville, TN","New York, NY", TN,False,1001 to 5000,57,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),99,132,115,True,False,False,True,False,False,False,False,False,False,False,False
Other, Other,5.0,Arsenal Biosciences,"South San Francisco, CA","South San Francisco, CA", CA,True,51 to 200,5,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,NA,99,132,115,False,False,False,False,False,False,False,False,False,False,False,False
